City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,okhotsk,59.3833,143.3,-3.85,84,100,5.12,RU,1667503250
367,olinda,-8.0089,-34.8553,27.85,69,40,4.12,BR,1667503367
368,kampot,10.6167,104.1833,26.03,92,100,1.68,KH,1667503368
369,ostrogozhsk,50.8664,39.0756,0.95,72,0,1.3,RU,1667503369
370,cockburn town,21.4612,-71.1419,27.04,65,7,5.28,TC,1667503370
371,hudson bay,52.85,-102.3842,-3.15,58,100,6.35,CA,1667503371
372,martapura,-3.4167,114.85,25.05,100,99,1.03,ID,1667503372
373,onguday,50.75,86.15,2.72,53,100,1.45,RU,1667503373
374,luwuk,-0.9516,122.7875,25.34,87,100,0.75,ID,1667503374
375,ambanja,-13.6833,48.45,23.7,87,100,0.68,MG,1667503376
376,luderitz,-26.6481,15.1594,15.48,89,0,0.1,NA,1667503377
377,veere,51.5483,3.6667,12.25,90,100,6.17,NL,1667503378
378,namibe,-15.1961,12.1522,20.16,83,25,2.0,AO,1667503379
379,songkhla,6.8333,100.6667,25.03,96,88,0.81,TH,1667503380
380,zhangjiakou,40.81,114.8794,-1.15,36,2,2.11,CN,1667503381
381,odweyne,9.4092,45.064,23.94,58,74,3.72,SO,1667503383
382,yavas,54.4159,42.8491,1.27,93,100,1.93,RU,1667503384
383,lavrentiya,65.5833,-171.0,-11.94,81,13,4.11,RU,1667503385
384,shumskiy,54.8318,99.1328,-1.45,76,100,1.36,RU,1667503386
385,iskateley,67.6803,53.1512,-8.45,87,67,2.73,RU,1667503389
386,maragogi,-9.0122,-35.2225,27.05,68,8,6.38,BR,1667503391
387,zalantun,48.0,122.7167,-8.25,52,0,2.18,CN,1667503113
388,ituiutaba,-18.9689,-49.465,21.26,63,100,4.91,BR,1667503393
389,kargasok,59.0556,80.8572,-2.34,89,95,3.13,RU,1667503394
390,houma,29.5958,-90.7195,28.33,57,0,2.06,US,1667503395
391,suna,57.8338,50.0588,0.11,94,100,4.06,RU,1667503396
392,beringovskiy,63.05,179.3167,-9.84,92,100,2.56,RU,1667503397
393,barra do garcas,-15.89,-52.2567,30.32,48,75,6.17,BR,1667503398
394,mahebourg,-20.4081,57.7,23.47,78,40,3.09,MU,1667503400
395,nelson bay,-32.7167,152.15,15.56,96,99,1.34,AU,1667503401
396,esmeraldas,-19.7625,-44.3139,17.17,79,100,3.0,BR,1667503402
397,severo-kurilsk,50.6789,156.125,5.56,91,100,5.56,RU,1667503403
398,susehri,40.1644,38.0867,9.4,61,31,1.88,TR,1667503406
399,makat,47.6469,53.3463,2.57,74,100,5.01,KZ,1667503407
400,birobidzhan,48.8,132.95,-6.03,64,0,2.31,RU,1667503409
401,gamba,-2.65,10.0,23.15,89,100,1.33,GA,1667503410
402,pemangkat,1.1667,108.9667,26.81,81,100,0.53,ID,1667503411
403,omboue,-1.5746,9.2618,24.68,87,100,1.89,GA,1667503413
404,areka,7.0667,37.7,18.46,59,79,1.25,ET,1667503414
405,harper,4.375,-7.7169,25.67,87,100,2.61,LR,1667503416
406,sungurlu,40.1675,34.3739,12.58,47,53,0.2,TR,1667503417
407,praia da vitoria,38.7333,-27.0667,20.14,88,20,3.53,PT,1667503418
408,mahajanga,-15.7167,46.3167,26.01,83,40,4.12,MG,1667503202
409,hovd,48.0056,91.6419,-4.08,79,93,0.43,MN,1667503227
410,jalu,29.0331,21.5482,20.54,48,100,3.26,LY,1667503422
411,lockport,41.5895,-88.0578,23.44,55,0,10.29,US,1667503423
412,partizanskoye,55.5006,94.39,0.66,64,100,3.01,RU,1667503424
413,kyshtovka,56.555,76.6271,-0.82,94,100,3.84,RU,1667503425
414,acajutla,13.5928,-89.8275,29.14,68,38,2.24,SV,1667503427
415,san policarpo,12.1791,125.5072,27.48,80,98,4.14,PH,1667503428
416,nome,64.5011,-165.4064,-7.96,73,0,4.12,US,1667503429
417,ispas,48.2973,25.2741,6.93,74,100,1.25,UA,1667503431
418,ardmore,34.1743,-97.1436,22.88,77,100,5.66,US,1667503432
419,le port,-20.9373,55.2919,23.0,69,61,1.86,RE,1667503434
420,omsukchan,62.5333,155.8,-21.42,100,100,1.01,RU,1667503435
421,spornoye,50.8448,37.2913,4.45,84,96,1.81,RU,1667503436
422,isiro,2.7739,27.616,19.48,99,100,0.27,CD,1667503437
423,jacareacanga,-6.2222,-57.7528,32.59,41,90,1.4,BR,1667503438
424,shush,32.1942,48.2436,22.65,26,0,3.97,IR,1667503439
425,grindavik,63.8424,-22.4338,3.97,87,20,4.63,IS,1667503440
426,mago,53.2514,140.1822,-0.01,94,100,8.28,RU,1667503442
427,bubaque,11.2833,-15.8333,28.59,69,41,3.51,GW,1667503443
428,boda,4.3189,17.4695,21.76,93,100,1.25,CF,1667503444
429,greeneville,36.1632,-82.831,23.05,50,75,2.57,US,1667503445
430,taunggyi,20.7833,97.0333,11.98,65,0,0.76,MM,1667503446
431,oistins,13.0667,-59.5333,30.05,70,40,7.2,BB,1667503447
432,namatanai,-3.6667,152.4333,26.61,80,61,1.27,PG,1667503449
433,buta,2.7858,24.73,21.28,99,100,0.75,CD,1667503451
434,cap malheureux,-19.9842,57.6142,23.59,72,100,2.24,MU,1667503453
435,mackenzie,55.2999,-123.1698,-4.88,86,100,5.66,CA,1667503454
436,lazaro cardenas,17.9583,-102.2,29.06,70,3,2.97,MX,1667503455
437,ekhabi,53.5102,142.9671,-1.45,61,53,3.76,RU,1667503459
438,taksimo,56.3444,114.8794,-9.85,88,98,1.11,RU,1667503460
439,areosa,41.7178,-8.8571,13.78,73,96,4.86,PT,1667503461
440,samarai,-10.6167,150.6667,27.27,80,64,3.14,PG,1667503462
441,sharkan,57.2989,53.8712,-1.6,95,94,2.57,RU,1667503464
442,gorontalo,0.5412,123.0595,24.16,95,100,1.35,ID,1667503466
443,santa maria,-29.6842,-53.8069,24.61,27,0,3.09,BR,1667503467
444,ormara,25.2088,64.6357,26.38,70,0,5.21,PK,1667503468
445,sorong,-0.8833,131.25,25.99,83,100,1.57,ID,1667503469
446,burnie,-41.0667,145.9167,9.41,76,0,4.59,AU,1667503470
447,cidreira,-30.1811,-50.2056,18.74,48,0,5.11,BR,1667503471
448,lamu,-2.2717,40.902,25.12,81,4,3.58,KE,1667503472
449,arman,59.7,150.1667,-3.32,87,100,4.79,RU,1667503474
450,san rafael,-34.6177,-68.3301,28.02,10,13,8.5,AR,1667503422
451,newport,51.5877,-2.9984,10.35,89,100,2.25,GB,1667502688
452,handia,25.3833,82.1833,22.04,50,0,1.25,IN,1667503478
453,kendari,-3.945,122.4989,25.09,88,66,0.29,ID,1667503479
454,coahuayana,18.7333,-103.6833,31.44,61,9,2.62,MX,1667503480
455,avera,33.194,-82.5271,25.31,42,0,3.05,US,1667503481
456,erdenet,49.0333,104.0833,-5.92,66,13,1.6,MN,1667503482
457,karasjok,69.4719,25.5112,1.96,98,100,5.42,NO,1667503484
458,wagar,16.1525,36.2032,28.82,54,3,6.29,SD,1667503485
459,mocuba,-16.8392,36.9856,24.18,77,50,2.78,MZ,1667503486
460,gladstone,-23.85,151.25,16.55,77,0,2.57,AU,1667503487
461,ixtapa,20.7,-105.2,28.57,48,0,3.6,MX,1667503488
462,okha,53.5739,142.9478,-1.31,60,38,3.8,RU,1667503489
463,ilulissat,69.2167,-51.1,-1.99,50,40,8.75,GL,1667503492
464,armizonskoye,55.9461,67.6736,0.42,98,100,3.14,RU,1667503493
465,ambunti,-4.2365,142.8448,23.05,99,100,0.7,PG,1667503495
466,matara,5.9485,80.5353,24.77,87,92,3.34,LK,1667503496
467,sibsagar,26.9833,94.6333,17.83,89,1,1.41,IN,1667503497
468,yumen,40.2833,97.2,0.69,56,0,5.29,CN,1667503498
469,mabaruma,8.2,-59.7833,27.38,85,87,2.2,GY,1667503499
470,husavik,66.0449,-17.3389,3.81,99,100,2.83,IS,1667503500
471,bartica,6.4,-58.6167,27.21,90,100,1.37,GY,1667503502
472,havre-saint-pierre,50.2334,-63.5986,3.2,60,100,5.14,CA,1667503503
473,ledyard,41.4398,-72.0142,20.71,62,0,3.09,US,1667503505
474,farah,32.5,62.5,19.33,29,100,0.82,AF,1667503507
475,the valley,18.217,-63.0578,30.92,70,20,4.63,AI,1667503508
476,gisborne,-38.6533,178.0042,16.5,75,0,3.16,NZ,1667503511
477,majene,-3.5403,118.9707,25.95,83,100,1.15,ID,1667503512
478,dondo,-19.6094,34.7431,25.73,88,31,2.33,MZ,1667503513
479,zemio,5.0314,25.1361,21.23,95,100,1.54,CF,1667503515
480,tyshkivka,48.4967,30.9423,8.88,80,99,4.64,UA,1667503516
481,mehamn,71.0357,27.8492,3.97,81,0,1.54,NO,1667503517
482,kalininsk,51.5,44.4758,1.3,89,100,3.73,RU,1667503519
483,hasaki,35.7333,140.8333,10.22,58,100,7.28,JP,1667503521
484,hof,50.3167,11.9167,9.85,84,0,3.6,DE,1667503510
485,fortuna,40.5982,-124.1573,11.07,56,0,2.06,US,1667503523
486,wahpeton,46.2652,-96.6059,5.01,87,100,9.26,US,1667503524
487,mercedes,-34.6515,-59.4307,29.41,12,2,5.29,AR,1667503400
488,esperance,-33.8667,121.9,15.62,70,64,8.57,AU,1667503526
489,kayes,14.0,-11.0,29.5,15,0,3.21,ML,1667503528
490,sinnamary,5.3833,-52.95,28.64,68,18,4.34,GF,1667503529
491,grong,64.4654,12.3149,5.6,87,24,2.66,NO,1667503530
492,krasnaya gorka,55.1962,56.6673,-0.98,80,51,2.1,RU,1667503531
493,haines junction,60.7522,-137.5108,-2.03,80,100,0.51,CA,1667503532
494,clearwater,27.9659,-82.8001,30.95,74,100,6.26,US,1667503534
495,baijiantan,45.6333,85.1833,8.7,53,96,2.47,CN,1667503535
496,keti bandar,24.1447,67.4497,26.62,69,0,4.28,PK,1667503536
497,porbandar,21.6422,69.6093,26.89,56,0,2.59,IN,1667503494
498,xuddur,4.1213,43.8894,24.89,67,91,3.25,SO,1667503538
499,chapais,49.7834,-74.8492,14.88,56,100,6.42,CA,1667503539
500,koratagere,13.5228,77.2331,20.22,89,93,1.64,IN,1667503540
501,algiers,36.7525,3.042,18.9,83,20,2.06,DZ,1667503197
502,alvorada,-12.48,-49.1247,29.54,58,100,3.32,BR,1667503542
503,hambantota,6.1241,81.1185,25.64,83,100,4.37,LK,1667503543
504,beecher,43.09,-83.6944,22.41,54,0,5.14,US,1667503545
505,lincoln,40.8,-96.667,24.42,60,20,7.72,US,1667503546
506,sao joao da barra,-21.6403,-41.0511,21.05,68,100,6.77,BR,1667503547
507,kondopoga,62.2057,34.2614,-1.18,98,81,0.34,RU,1667503497
508,broome,42.2506,-75.833,21.22,42,0,4.63,US,1667503549
509,westport,41.1415,-73.3579,21.46,58,0,1.34,US,1667503550
510,wukari,7.85,9.7833,27.61,57,100,1.1,NG,1667503551
511,mae hong son,19.3003,97.9685,19.75,80,0,0.6,TH,1667503552
512,praia,14.9215,-23.5087,28.3,51,0,5.66,CV,1667503278
513,manzhouli,49.6,117.4333,-7.54,80,100,3.27,CN,1667503554
514,kulhudhuffushi,6.6221,73.07,27.45,76,100,3.95,MV,1667503555
515,ketchikan,55.3422,-131.6461,7.26,87,75,1.54,US,1667503556
516,san ramon,37.7799,-121.978,14.45,48,0,3.6,US,1667503557
517,basco,20.4487,121.9702,26.5,83,6,2.46,PH,1667503559
518,yuli,9.6989,10.2744,28.07,39,100,1.24,NG,1667503561
519,havoysund,70.9963,24.6622,6.13,90,100,3.98,NO,1667503562
520,lata,40.1629,-8.3327,16.07,98,100,1.08,PT,1667503563
521,celestun,20.8667,-90.4,29.28,69,100,4.15,MX,1667503565
522,korla,41.7597,86.1469,8.99,39,98,3.43,CN,1667503566
523,ipanema,-30.1391,-51.2244,24.41,32,0,4.63,BR,1667503568
524,aswan,24.0934,32.907,23.61,33,0,2.06,EG,1667503323
525,san felipe,10.3399,-68.7425,27.73,63,99,4.4,VE,1667503570
526,macapa,0.0389,-51.0664,31.99,66,40,2.57,BR,1667503330
527,sovetsk,55.0839,21.8785,6.89,91,6,2.03,RU,1667503572
528,alice springs,-23.7,133.8833,8.75,57,0,0.0,AU,1667503573
529,kloulklubed,7.0419,134.2556,23.28,71,100,1.8,PW,1667503574
530,lethem,3.3803,-59.7968,24.68,87,99,4.13,GY,1667503575
531,iranshahr,27.2025,60.6848,22.19,21,0,2.06,IR,1667503577
532,brigg,53.552,-0.4921,7.95,96,20,1.03,GB,1667503578
533,ostrovnoy,68.0531,39.5131,1.42,88,59,7.64,RU,1667503579
534,eyl,7.9803,49.8164,25.92,75,10,3.64,SO,1667503580
535,mitu,1.1983,-70.1733,24.63,69,100,1.57,CO,1667503581
536,umm kaddadah,13.6017,26.6876,24.58,15,46,6.04,SD,1667503582
537,padang,-0.9492,100.3543,25.04,88,100,1.93,ID,1667503583
538,simbahan,6.3032,120.5836,28.27,75,100,3.49,PH,1667503585
539,chickasha,35.0526,-97.9364,22.51,73,100,6.69,US,1667503586
540,rosario do sul,-30.2583,-54.9142,23.42,39,0,5.39,BR,1667503587
541,fukue,32.6881,128.8419,17.89,65,9,10.54,JP,1667503588
542,roslavl,53.9528,32.8639,4.96,93,100,1.43,RU,1667503520
543,shingu,33.7333,135.9833,15.16,76,99,2.33,JP,1667503590
544,saint-leu,-21.15,55.2833,22.48,79,56,1.84,RE,1667503591
545,mumford,5.2618,-0.759,26.76,84,100,3.29,GH,1667503592
546,myanaung,18.2833,95.3167,22.37,83,0,1.24,MM,1667503593
547,sri aman,1.2376,111.4621,25.03,94,100,0.0,MY,1667503595
548,adre,13.4667,22.2,22.26,17,19,5.91,TD,1667503596
549,krutinka,56.0055,71.5113,2.27,93,100,5.93,RU,1667503597
550,makakilo city,21.3469,-158.0858,27.18,74,0,3.09,US,1667503598
551,cabedelo,-6.9811,-34.8339,28.37,68,19,5.38,BR,1667503599
552,kawambwa,-9.7915,29.0791,21.47,61,69,0.68,ZM,1667503601
